alpha1,alpha2,alpha3
78.16739944645089,122.70220466952064,111.61430493196751
115.00296591751467,73.45241504664862,102.12082237454314
59.791108367507775,56.64113956322862,114.73400675647676
65.51098770641377,68.43389580391197,87.20283071171947
137.00044667647248,62.53750297722122,71.993323966284
63.15519699224674,70.24039960796493,117.89496810502179
92.32415735029672,65.82992979758127,67.87283545188826
92.20388870243782,74.71688661826796,54.90180925505307
51.91652542264206,62.98419151665454,109.10040611086137
99.26376977792579,85.16190914108462,112.03122363552252
101.28917734094817,84.51684548243985,119.60458646297916
101.68359547314454,87.29928447866197,91.15115190852852
94.15486723096102,63.557838284416995,112.15933576832033
66.36412558259373,66.42167372832779,108.48500149633657
77.0979754710971,64.17444014174009,118.42712602011552
100.57839903114295,69.23462983286876,124.7257344466339
110.21297089161239,76.90354559943339,108.26917345481998
106.06154450304861,64.87857086750488,116.23354079611596
88.16123099468307,59.08794755444191,101.30985275567664
66.56032472549043,50.32902074065575,111.97434076090137
75.52410920230128,90.88922124050121,110.14832785294449
101.59127444109801,56.8439596121632,104.91716717959665
100.71830962363971,75.84743227142316,101.11413925772023
92.72443699491885,56.04219228494158,125.52717385354354
96.84793008257506,60.635038289382315,95.63745765288536
82.55420325820224,57.778700226559884,90.87254026680583
71.30711254431841,63.16686032710054,104.8958714964516
82.04228675213061,63.207429722615394,108.7616352994763
106.50512679392476,67.92911475054258,97.8644541515093
122.57116536817858,82.49157737043147,114.4496178565746
113.7281475018525,66.9456984669029,103.9090178316581
53.12380059773791,57.225872515607314,125.33336256197246
87.08460507650712,45.02076280561435,122.51131109705949
120.83711763289493,76.36743695830405,106.77459881983778
99.8293498013493,90.44372669057506,118.08218840315905
89.07767788287529,109.69603950087242,106.1188497475109
80.12309840723967,118.08250262549272,83.85912302103694
92.71787670991424,104.05884493344023,75.37960942360694
74.11271604015397,102.79742384369268,75.64122566247009
66.65397240280198,111.62367814514556,98.74728335515024
95.37941844991937,118.71507980584163,114.9715429665036
121.58372613291283,111.78261363371958,100.02339654344004
70.28859715985493,120.60244420898573,114.35802216622666
96.8822769326251,88.26315899406994,111.1042755889038
111.05101845662122,70.36125989775361,124.88312149322718
72.99248390288032,51.543665933373326,118.0014971736414
87.38877926910065,97.5347470199371,70.92317092390209
87.37659100567404,117.3152402037149,62.44945511586887
73.93497974361641,129.34750326682249,110.66205746625229
121.47074778015154,86.01581992678734,116.59796692915785
83.67489701138614,50.2960846781744,104.22859991091562
71.14794334118717,51.08776105528446,54.139332112340625
66.44870317414522,81.40212251229454,68.24475044527756
119.18539868480511,49.597320563004985,83.472923540223
90.16745217446986,61.12456983117728,67.04891282528669
57.05705234185637,51.561306880747026,67.16095399711703
102.74987042793606,59.42145294378711,77.69327890243264
115.0599198223236,72.19212867750657,120.68514927972707
64.58145305817459,114.21765022415818,95.37243238169957
102.64325673541852,111.6433643843646,79.75660596270232
111.53029225666405,84.94852657575854,73.48152976321522
68.20930061810151,48.97754673567594,124.36386527969898
89.7701283444736,56.14727993660946,124.53457876316988
101.07543335909433,97.31384755377016,98.68208258175483
52.03807113188209,127.2014315215209,122.20988224490878
115.7974562192085,137.73560904624202,97.96320331210443
123.55930289334617,112.47603976133475,73.42248533453576
51.39637173779658,104.67595802021778,46.71711971048116
74.71575429236594,99.21531298273965,64.98837507887457
114.69864059559582,60.53482458178651,77.06341387945155
95.49424254617217,85.39258319665358,89.15459989226599
57.86099711705278,54.49481739737155,121.30639008389782
79.98208128940465,87.81478747025476,87.33285114721993
70.73850139096372,124.96775931117533,57.74334041070369
105.00005109498046,67.32816867383548,88.28661109445075
86.20524128113587,61.87197774959707,102.46303762417334
76.54595582333778,59.152577531686035,111.1621767534525
103.37799780921267,85.97712560848062,62.313381550838294
121.1036741390272,67.6629812585305,80.85505211478119
86.04702742260837,61.835867610754285,81.94734599131309
67.93333213619233,56.29450432812557,81.06605718870856
74.58368782610546,64.24428869339205,86.41855834018929
90.05456555670328,57.84606733797209,110.0968504332941
76.25761094094308,86.81783665193811,113.63150290108322
85.58702989106577,118.24861413057705,86.11756450158958
93.42997812308991,99.98392154736085,123.21568238801675
104.64295592180129,128.9604436875127,88.50690932291158
96.95374205524593,117.18720790550498,73.54822094055632
46.369838248105424,113.74147557076772,69.77842521590301
103.74324860677883,61.58624005520199,75.87904318121642
90.08466765147024,59.808065781609216,66.7047389095974
66.83839758318597,57.83925534062525,103.851541375867
97.02421347456475,76.05808791757647,116.25712136969372
118.51215666495959,114.68208175418036,111.04436432286894
105.18930362197663,123.51087432682799,113.03054179416871
104.1180439020003,97.62743049742518,48.02300233686948
57.914535839521584,77.7849461118755,112.2588477121412
80.81608687164817,60.077356188618985,89.79113461334234
94.83492310739612,97.76622834467945,56.24320941170254
77.35006187389835,111.85567964178934,104.97196436510453
120.53167299173103,84.81156978623645,118.68011745477276
103.96164434448913,113.34970190735787,69.93827499807423
60.079092903479214,89.08281390801841,66.52945763285965
85.72611425146219,49.21315243150578,105.18233861128002
74.68522478919746,110.91533813232999,96.75737618119079
91.40119762857637,103.96584433520108,102.58852657633857
93.90544527651437,65.88435342232849,117.28580521698868
63.67372571285656,99.50718941110136,54.60521805942523
107.00081434326634,52.9349875458084,114.23380056376205
77.71718581833926,99.27672151810593,116.95598007256706
108.02756976209916,100.14478380714958,115.13573531781135
89.64820218423857,126.47073452396852,47.36001485676483
67.34868651852776,76.0695913043684,125.21104294493728
119.40511536433297,88.84929556339094,77.88400045719641
96.58939656403773,99.6487870077733,82.3869853505614
72.08143714723134,127.0433817345147,129.03450724851933
109.34307175173203,76.87841666068685,79.09831921634785
60.93021271645705,64.02826265888042,55.11441683441285
102.0735802977289,59.47771413782181,71.84369398518872
106.32929899043437,104.24628269054806,77.58580839826708
90.10099169934485,103.85419648274303,68.52015776856268
107.33411130002979,52.250693187646036,53.62318812312439
67.64811046874516,54.130221787404416,107.33488385402876
93.59496321165682,82.23210984911795,109.01550132477576
126.67969378636407,135.4289620996835,120.45913905056753
85.40019281939159,115.96918473757582,102.41169120687769
66.41251131378546,94.29598649419053,67.56675809406653
110.41986370965316,54.600416682081956,87.57765844342532
101.50408506741682,114.21382181807253,62.17682912611045
110.60430978413861,117.5986397349293,129.82168564679395
130.21935795402536,138.35084712820077,88.74747172363958
89.10718610546635,109.16806111357269,59.81200168064774
67.14118601681005,79.39404024079734,106.1374350779843
105.26321851209582,62.35499037781627,108.42924979315471
102.51681435584817,117.7412609983273,64.7506959794424
49.84046581534257,109.13919070866258,102.54442232327526
95.74626600460262,95.93020505997046,101.43718281549786
105.49049010554863,133.4451793432088,102.4171330732292
93.5512452550183,121.87239887142617,110.083814797378
67.11881118158928,120.55075790580808,121.37869632941398
89.50637735096021,116.39217129439417,98.88426766671662
56.66079351355835,111.49862891735249,105.83471132290259
100.58726767967605,109.34884585447475,70.34508615300344
74.59782559443256,140.2611992417506,82.89143182976036
70.8670602545397,112.38172403068485,60.54042067838978
103.66266013700161,62.95519343332773,91.3204184968349
88.48943006432006,115.81670944135917,50.64663990953315
95.33079986203204,101.97370334383766,83.5617756472779
109.84848569725756,70.26311230233672,118.42753309273546
91.22100766753312,51.382908137933114,57.09454793450827
61.920237263048705,74.79285481380508,75.8013284133229
111.13294703662886,69.94426145825184,57.17579657009771
54.79670737086112,69.44397987669058,98.1219624248296
66.68598490152,61.561717110703995,112.58811086073418
116.09002767156194,81.54465846015545,75.95852233121394
82.20486216726636,73.30278449141994,73.67007662782129
69.39265490225637,66.38173989631818,63.339149087580005
65.95125802982568,98.4174756184776,40.7149275116082
81.80566076792967,113.20337046318623,77.25862951832976
85.4176160547729,130.42305443028917,56.539458277713635
113.57560700001133,73.52065829512718,53.649801521028216
66.74591218907308,61.85078087274124,62.252800033779664
62.9066132382583,56.19671909288684,68.81800544210799
116.28685363288648,74.59630071490368,78.52315767923236
94.08784807071987,100.00282232619466,78.15314231540552
70.20211796123034,94.89596892251532,69.43958306282491
111.62422829067577,67.31951553230378,57.110380246527
79.63787065141058,84.85709043883254,95.83966139273974
64.76695253936099,66.20680723629292,117.99850213234168
117.8806393008327,69.34096473894263,69.59504583256968
95.74408126752301,73.98315847756486,69.8864664766158
62.89956489021265,56.55348168841668,117.4273324756474
89.57612638725881,69.7413719591188,96.57281218009695
112.5848025949801,66.62498315094486,60.042107102191885
111.12208160538506,75.15622811244518,84.9083467145432
91.03876303685226,83.38248129666198,73.34780146923444
73.5458812193993,65.59560518410983,72.67362964606703
73.55455385930469,73.96098313218063,65.13578186057785
68.4939297556051,67.0900694284964,74.45077742957312
65.38008283821729,59.97447160686135,66.6468245836826
77.30080002227172,79.98201447975428,60.179022435618045
67.31590396492551,63.78391035002426,108.87905275998074
83.01472783735863,75.64870145568663,126.1313906837495
124.60695515397411,73.59229437987,97.46830475263498
78.25989535424542,87.95246546555941,107.69955084048227
104.52395228237592,55.41828004525033,101.05215897907124
106.94785031253429,84.48969254959766,72.15929112171638
88.98426235632321,119.55548312859395,68.78312156277319
58.299791912772335,111.84994737635948,118.53250918936547
78.69800819483068,116.06319743891014,106.1560217457838
113.5671958931721,115.65463851085805,73.64762549337256
96.48798625823704,109.09951624023557,94.33981281047993
52.01584959512402,97.95318202032618,135.2086025885248
88.05636961653417,111.67636024037806,115.93992846568939
114.66029046841666,97.44471005313467,115.18274013082062
52.45884047806493,108.17704645414628,112.57026049324479
64.47775062205834,117.78419254411801,88.47053688766657
86.96549096380826,113.79146728733461,67.53963936235743
106.08851015930715,65.77387686426661,115.95481190796002
102.98787816766443,88.53918891114007,92.43004825241296
68.60759557797044,53.04807142093029,71.02198087775776
75.68011282136649,83.74558856800238,64.32513842353721
101.31930755039666,39.836971462494574,124.70045559439893
125.32000257876932,65.65708890514416,95.74074085677094
93.12996908091084,49.97199742371968,117.81154028330741
55.94148972716511,48.27919576915767,109.10341877715834
88.12317346399682,64.19963350652142,85.6257717312644
101.15988583691583,105.92882276111577,70.8998072414995
86.51349831589789,100.97081802705529,111.61984386014966
67.45204866663667,122.5785163317276,112.24979104247362
120.5416319946129,111.7011736714428,59.529531392852654
67.28849029447359,115.732194292475,71.99860479951296
69.17131553170884,116.87835770055506,83.19012218719803
121.06290363472748,71.36081046483032,119.52409007611038
97.43935495352602,63.06559190408834,85.85365293097423
41.33480500394559,52.452902288292854,106.33138907799314
88.90400690115895,58.82677885969976,58.55743971606715
121.48839613116404,80.39247155811343,59.822923617759365
81.70593963892482,113.67956412453128,73.60699316446717
80.28245559820675,122.42604805722847,70.65028756486986
52.19932350047469,122.42459363278707,61.87480878126153
63.1255869815549,128.7883473099545,66.56082290930021
75.8224556908594,113.87198197606192,79.0142948854576
103.68285361698682,111.35580717705396,64.2779454861154
101.43370689565931,119.2051183784341,63.35304597863741
103.07871709600353,124.3704180070216,86.96654942129436
77.82874168246553,117.29702905671883,82.54957762247375
63.678437897999245,124.56808221680916,58.37302309335054
101.48448905119143,64.11665656951203,70.96880893476745
106.6434971620386,80.37058651232901,97.21437969281693
78.99468310681341,120.84019057709236,108.48788825768104
105.4242428790561,104.69436203313762,114.53118883568884
91.52510595901501,117.81182426243676,90.67939425189307
62.7340633712889,114.11903813143066,123.76468310426849
93.57051898931728,124.25299938240616,60.9422725547594
107.61506754822628,80.56388199347838,107.44215677454757
65.58676152207833,84.46800594500598,122.88567348261653
98.74361494430441,81.89606394433015,52.78175727655098
107.57714165630833,67.40260858448438,70.97369292187327
90.10193453217654,121.57150993865561,66.76680967762891
101.18812452990274,113.87192308009816,91.52065756702353
88.56138966662274,109.50527710305579,79.28244763837021
66.29311274471479,95.07468428133099,70.01682941774081
84.67025945396607,56.002403423846374,65.23039842237871
94.90616243475203,63.97532553949148,59.04354142316232
73.88523184236908,113.71979832679396,78.43484496753925
86.89219372184274,120.38596122236397,64.59199619374935
75.85304394084888,112.07090290160833,118.75917183505946
83.51695696977825,118.18322585461114,116.45160777929078
86.51195931050539,125.85320207494325,105.63411385811224
75.36936909769301,106.12052750036264,85.46901468587143
66.54130423317167,107.23491492671813,107.77408411754173
85.72401188162715,102.08502564506797,121.28068772487119
87.9820837913769,118.03033974436741,117.30316208686564
113.59104008904903,80.14315277154758,88.18626105205796
77.92216005924223,59.2454655939522,92.02666484927798
86.59438708808524,71.73089380443673,108.29743375709367
103.81231798304938,108.08001496396707,62.43124983944279
69.67478860865344,132.96250162245443,74.14291114816372
82.34622857232219,67.42123906975493,108.64699430506447
64.90404414267103,96.43352776042174,83.30898763334554
97.22438553974334,143.1259208078886,86.00548840596986
117.3894315740287,124.79913049831782,97.552706864562
98.99632607064657,93.70676790363909,110.97411166659147
99.00214526072297,67.161868134134,114.48385885558876
58.977344921351914,85.70491803384382,59.76396577348314
68.06562625682496,49.99327603519899,121.47553947056977
97.35444913183247,127.42491055811762,90.1607129292922
119.19493474373782,138.07016489007148,117.68022453769832
71.83508364007663,89.08832903326054,124.9605250190888
85.36303803256352,53.95007786558379,96.05125098992269
76.77480905207513,86.48956616630517,55.41398217156201
96.61968494208081,44.75603536373752,105.7021447576395
108.91885443379984,112.91029648359942,81.78981925852122
98.79194934724637,112.10441361477548,102.94406378264357
115.88090091435176,104.21355223612964,111.80606145346933
66.38543786379677,104.37705813988413,117.37462698223655
99.39803626743033,49.66261109635256,102.85013966502783
66.74811194292111,95.82279153014836,89.74034121476484
66.4322381290116,126.7383306855187,102.87094582198009
95.43333555707802,110.15500246587844,119.24098210790831
114.52569190755577,102.77035439130172,114.00917011243529
102.42460253113832,138.23965785974653,117.3443543808834
114.53439836350961,82.30993125331959,123.78157299255122
108.93023502438938,69.30601861944412,98.03163253781706
65.17167841627897,54.771071659605404,100.72121378370034
73.90664551558139,61.84927107501588,92.2132371198441
73.8804849304072,94.02409796191421,122.52209714003828
84.67442804873643,124.32196165295143,96.47294568959525
112.93642685338408,63.06130582132675,138.5918317885144
96.35640884587153,72.66918289446795,60.63931355434857
69.69566429449061,54.23575270063139,72.63461672329883
103.04588453659768,66.98341309792175,69.15452570016322
100.21259933442593,67.5829808849182,89.78360482746159
62.02634031316013,54.9638296841325,120.11544968330033
99.58707631317077,75.49713728708633,64.24690574461461
90.78283838915017,54.26794432734421,95.43552678621235
69.24873560334666,111.80607117126958,95.34475178641085
115.92045922118086,98.56661461891238,117.00212881551437
79.3819878776601,141.78245297268106,122.55192320352108
79.34986604275392,71.502327455287,101.25016985101792
50.89976534593541,55.91280112736372,87.84514843353436
112.83913869075396,59.11262568766767,58.087028330467916
107.87013234688447,113.35111095064562,62.404104407258885
72.51464430437028,121.34944261211498,103.51638933136712
95.54697081236179,82.3462982069836,93.60423274043026
98.39158168762386,47.92229725812319,67.67037935308377
72.02977785074678,61.87883727640637,89.2220790817595
103.6872895704253,80.54474751596076,115.43348855985766
68.05678823607359,137.2437676099258,109.94806893294749
104.8326538429936,82.40860079513956,114.1288753047436
104.8261809522587,60.977400452786384,64.21151417903728
79.47716583241208,64.32564607593197,49.68432287838937
87.85644643955202,74.5146843470911,52.21902676376552
99.7858956490261,79.70296056488844,65.89096343721205
90.26105238227701,69.0757144894228,63.61039979597475
56.846816580567435,63.09424639205565,62.833234036325635
71.60537314583986,72.33268737668945,84.1606625852463
88.93605746888348,123.93389419800646,73.42482339769234
73.72561806832371,128.4093592219371,113.07839180940297
71.82978514922583,126.16394456699472,90.08606213856746
76.74522801591279,115.60784008840096,118.72699442436522
74.20871217221713,113.6382036368707,93.56414872657403
80.77648238101254,90.94672929786573,110.59477452749348
121.73202757517221,121.7185198890629,103.72942299692286
90.79276140503232,122.04341500919604,120.57255343759364
74.99187578968399,129.35558604252992,87.75990717959269
64.89080027625299,76.83357553571811,115.78898807601357
80.60027566965057,48.91886995000371,107.1260562400377
78.86932494125205,69.29642477989604,70.52663012699661
95.75555061158485,58.437040183805706,88.72957220482078
104.91491048042867,83.3864708440478,81.66210345802612
109.25366585840595,127.10125845737437,52.12516546174829
113.36868658833231,116.37917063530952,63.921042197851115
58.65649239056736,117.88959315955236,108.05498248415789
87.86837944054335,98.50933272531556,114.94842655512285
96.60199308821214,115.86454857266148,70.38116264886177
110.75505823197379,101.05273637618777,63.6593795686696
101.26322523363328,55.74806507410141,55.7317999818793
54.29821023927489,65.5596112939989,55.22749856986513
91.8896209001071,76.22778045233184,77.48255156317751
103.27003640877908,79.87689895419302,65.36148447225878
63.54466759442321,112.11178798513372,71.25330670401422
100.88254818522533,102.17374597218625,72.3321642832106
120.05310608448328,103.1687865650838,70.75767656380417
88.80804702367634,116.10525642571012,91.83856418949482
104.50184837352059,110.00554512921332,83.53577834561638
74.79634855585354,123.3476656674303,67.62024600067207
73.77648712633602,93.11749778010811,73.09869845542562
110.50852668874268,104.81621494795763,69.36533502235373
124.05816953787622,114.36538745912327,85.82334576126307
99.11217413027276,115.86521847829145,112.85452539955246
78.31516029563029,108.27682626112991,95.82181518551057
103.74347112726504,64.38852104768992,109.97093233201967
77.8894918565841,91.52085575735865,51.00534368272487
89.57624483815037,48.23988834933001,69.15729632365384
81.74933730796668,76.6451713142783,63.586201080594584
106.10633485606486,78.83621379762458,43.15687693762245
94.92692803427452,81.33916813981159,97.00601148666864
98.70681303644794,97.08087656352855,106.97374065564526
106.85336699018909,111.19430339091691,73.11137253255721
119.90808196592076,121.30215319104434,74.31996436345383
87.42143391144633,113.88768901876125,103.91485313030473
62.58140679663919,123.29210637495109,112.70016620011425
82.1882353820338,127.02238995443267,65.64047010913617
88.00759899940964,112.49273676495416,63.11692650136898
69.90173814209214,122.9670942402262,93.22441060896016
89.04649391228935,107.13712313962408,105.93089914528882
95.24351191857903,109.21373445869006,118.95870513479183
97.21440140145366,115.13149572485165,120.79156008797096
104.86321561652218,117.47594944658034,114.48930259911076
97.36638999402699,106.03864407947752,122.99348707182914
103.06649130087004,112.49907265064415,106.62556691131293
74.2769958991927,124.71121304924735,121.62003280947276
84.68481279247052,96.41363496554769,102.53564596098664
89.14108853102057,116.43486707284363,118.47904032969444
81.51684982433831,115.54564994603048,111.59160527352253
67.59161535597045,99.55971311319296,114.8853652646283
73.6511113991381,129.1361494407912,120.66664572634454
110.7617378709631,104.8281340061599,115.94288149737706
88.76085205718402,118.3907717149803,130.160062022672
76.18618546716345,125.57997198612492,110.04933050213629
77.1545518332726,87.23283959076153,113.24982904820621
106.10305241019678,65.17100168904476,111.93041136235504
60.173795479465404,78.95085797576931,112.08030048126591
91.10849689909534,63.05119812661899,110.22818089435793
126.98329173809589,81.5487885435633,45.71464788138404
91.57629287278522,60.52282885612992,94.5977863680116
62.970684777737674,83.73981412119493,86.87878106492876
82.80306958670236,69.0830414758764,62.65315189101658
70.73832782922534,66.27018508369028,79.04243665411214
101.22614545996835,67.00996716418764,59.059500096978674
126.33586500159917,52.85176563444849,82.21668715680133
87.33581587402942,72.07998494334052,61.4170676016143
66.71345892943349,72.53262165279283,82.51204416740339
93.27973298483512,59.18943833221983,63.14938389779675
113.89438244318247,92.96587048069475,64.40073373880965
98.74271442922998,124.75419996653,74.42495138619918
100.9694811998435,105.10377814244765,115.99092785222096
106.65157355769706,116.80798597328982,105.82560157578715
110.55444913040265,114.39814870737949,90.65856829426399
95.73123812145981,106.36110856902437,114.6791167054076
68.4261900972024,116.59436493143919,105.71880281971576
69.65593249486896,114.27970641687862,104.40449421681986
90.4716326130608,105.76822800146343,127.52170032408556
107.07857476264189,117.61336141308044,113.36087712820259
106.46399831888436,106.34452701429804,105.21523398403309
92.28063736246828,107.62481661914877,114.10057683895073
67.25584044875137,119.59904329417525,107.62503983726293
75.68445881541983,132.22412318166164,114.04478538526357
104.07997855416072,114.61224525772968,119.4179854222975
106.53002394035322,118.87522274311192,112.35292161508968
102.76232871215026,133.74994293082307,112.80139083494255
111.19148816867411,104.05084182966503,127.91873165745865
96.95095462606912,112.39136031171729,107.41970979535714
86.98452321666016,116.13118124740826,109.56149250749993
111.38843237771856,101.38287063785816,116.24289222483512
92.48352379716081,124.74850522094509,114.19495130495895
83.47975872642866,105.49770232035608,116.72825094592314
78.61021572264794,107.76151751655762,86.32284174144614
92.02361368461729,62.55040042561357,122.78040924250718
111.63087931786703,68.02954654779059,76.34049343121238
106.83906305581667,58.0031039149696,62.466341405480286
68.9884692697993,83.00978449601115,53.37695558304718
86.22127346449945,60.14099884003026,83.43092480117345
75.78005080033438,89.08650917632168,54.529801901462534
81.19355383616131,66.06236481731264,94.50282326181248
92.09466367369185,80.22549708767463,70.72771094730966
121.47685453289945,59.268899791934544,61.487164238620565
87.40888761665762,61.56783247001726,73.45947289552285
80.29166303173,58.45355195882116,117.57620311115151
103.30147180747981,69.75142173967606,114.05119519832402
120.30775886032085,67.0868224915679,116.68467432762584
96.60924280075139,74.3091524587238,97.39860242449332
115.60049800272168,59.14327475875855,97.09149225611466
72.96141508667084,85.44371565176554,98.91783461080622
71.19097547508338,69.41559510713897,101.75590201892516
96.571964986074,81.49326787778315,97.76097597013742
109.80689010353836,76.36875064898078,117.67100990895129
87.65472952425431,99.28397419923989,115.56295972091242
79.18299332936249,95.48031539799626,119.23349553758287
74.0948196459562,119.5958573272764,118.8463761082968
67.4850464834187,121.41818076133285,111.0691164663328
88.99615942237483,90.9207185038431,101.54221971932965
70.9074618334082,116.77306204689911,111.95174487817087
73.69313440404271,99.76497300581006,114.4925156694548
96.46019181457572,129.75404900709867,105.54675129505408
101.91749068931183,112.78181301341758,113.33700414351017
103.4866081141694,95.96640444823306,119.19319806549558
80.14656295955899,104.49754478255417,112.27887166953748
84.64454847099434,113.66909687910457,61.82662876851412
82.18027117242806,107.29645195278582,68.33325573459078
105.25417723590729,119.73050468072466,60.215518018542234
101.14897208117192,94.69025220057215,67.81739221920795
110.84143791693914,69.92003439871718,69.11076614268237
81.89047496518408,53.798847208818515,68.79159915986864
66.26346581023395,62.12922621597383,77.01179097650274
98.15527689441474,65.67422120590363,65.11618341514425
108.40169716653718,63.4159053577794,57.7646423077754
113.47892141398016,66.09983320414713,80.59715203741827
114.00004336952678,76.59536338507927,102.0860009750346
75.76565778069116,81.98681125616572,121.3917722952721
104.97181995204579,86.15428079306224,105.17955353419651
121.18656744759896,45.74789465868568,109.56452493607364
89.96810189544411,55.267271674313314,105.48435867069492
100.68022692671894,63.14699511093971,122.02456362009505
94.07351187071382,92.20001538491016,118.04838794578721
86.94990314956137,87.30566024385861,102.7355916839845
93.17237978571322,61.54241443511777,114.15783623760977
101.15849750530131,75.91363009861507,70.57020370173016
111.12194994802044,51.53326114100789,84.61526126590746
74.73623861037666,117.51157389405303,59.573246483353216
75.11377612788014,127.09365954996811,65.62936773492714
103.62753340121719,117.81156096232708,69.83850674846613
98.14346602967439,110.72794653236416,83.7480975151461
110.19927070089382,114.03663898956856,85.93363037414878
95.91052632836983,111.08397839476052,90.6025193564595
72.68099045650449,117.35536449263284,109.6937030680453
78.44354689452588,115.56990679905367,111.04319966486402
111.55371540008433,114.08415131939768,111.44888662093268
92.99298219388889,111.47436657400439,110.57523696987576
117.46482593689295,105.32128381972416,104.04407664444662
81.2887573150234,119.8420017689776,118.800924426184
60.672712521059374,126.7124904965224,99.37787707239958
67.07346567963809,90.00176441898115,115.88573521374755
74.41247749713885,90.06271213376607,112.85592766304764
93.44279651860653,53.642768259221654,128.4850267089295
107.84533247316246,75.25101000149068,60.14022094339675
102.60475611164365,64.22439661472475,75.08877086510073
61.17723408210236,114.45994764753762,57.64909267245965
83.13908462781146,118.61588961749851,69.69555749308493
90.16051267286116,119.48210540273875,117.00567240856938
93.43574405365977,138.71917207576175,122.51519196800996
120.28000072271172,88.67518790895548,113.83292853430888
87.0142348616046,63.42444507860736,100.9925500190693
60.93133003871036,78.00261076704027,97.13035933233489
83.59903660286508,58.62318484074042,106.67125372729305
104.7852126816026,76.76977424375286,115.4479716810929
111.77683139573982,69.47982081913882,102.31884226270849
80.78000595399085,56.01516808913805,116.2232377209137
67.13124236655928,70.7734907894541,102.80420841355185
99.9631375608671,62.54949959547364,115.46601712303443
123.01168737239472,77.17203015047318,121.75069899733718
74.1677966864568,103.51368373343675,105.16670264278002
75.8225175513201,117.41996837662779,107.30718252445882
106.44052821532298,114.25807825186635,107.08621452281832
96.48926668690933,108.25946208630475,128.3774442857531
120.86159237599792,83.98643900265743,110.22002476788488
88.43374588621674,106.54799228090515,90.30550072651647
78.51812036482809,68.52138286686741,105.51525959836226
69.09234824799789,86.04599406085921,53.84908612887831
73.41105510336747,54.33283156176939,68.87828274560675
82.31784168320397,81.53949282165462,72.71221242113066
77.4122606547405,123.49545038050553,75.74217939390964
108.11566007726631,97.01496228620505,113.8892911914666
111.12629031133746,120.82435230899473,82.10773784209886
105.13735868278005,132.25786621896,77.40423629657495
101.68770653485248,67.7730819792705,117.22471041902422
102.89248364677161,68.11458750323287,100.0683135694943
113.694520096583,64.14554620025808,59.12021099551765
97.19741553711278,80.75831404582092,77.94222158933732
69.27363239396189,84.9450666998536,73.12063798661575
76.62502264885111,86.35391053120175,61.773379835162
71.81423472375829,113.1392545626092,58.45893852230124
99.175292606403,121.52821615345377,72.8421901398524
115.74399992552715,111.59860085271399,58.60000449579334
86.00680598270299,117.26019020628563,66.28166076881868
86.0679422329874,116.25645110743008,72.27550849364177
72.90206820966958,104.8632314244574,82.38021507176312
73.18272825696374,97.71336768196862,81.55932315220599
90.22413352609081,104.70862331025992,80.77672424686119
116.06301706450058,120.58648144023789,78.72983545522278
